"NO","KODE BARANG","NAMA BARANG","SATUAN","SALDO AWAL","HARGA","TOTAL"
"bf4642fd-6b74-11eb-9e21-309c234ddeac","3.1.311","Lem cair","botol","","",""
"bf464344-6b74-11eb-9e21-309c234ddeac","3.1.312","Map Folder Gantung","buah","","",""
"bf46438b-6b74-11eb-9e21-309c234ddeac","3.1.313","Paper Roll 75 X 65 (2PLY)","roll","","",""
"bf4643d2-6b74-11eb-9e21-309c234ddeac","3.1.314","Parfurator besar","buah","","",""
"bf464419-6b74-11eb-9e21-309c234ddeac","3.1.315","Parfurator kecil","buah","","",""
"bf464460-6b74-11eb-9e21-309c234ddeac","3.1.316","Penghapus WB","buah","","",""
"bf4644a6-6b74-11eb-9e21-309c234ddeac","3.1.317","Pensil M/B","buah","","",""
"bf4644ed-6b74-11eb-9e21-309c234ddeac","3.1.318","Setip/Penghapus","buah","","",""
"bf464533-6b74-11eb-9e21-309c234ddeac","3.1.319","Snel file report (transparan/Map Acco)","buah","","",""
"bf46457a-6b74-11eb-9e21-309c234ddeac","3.1.320","Snelhectermap kertas","buah","","",""
"bf4645c1-6b74-11eb-9e21-309c234ddeac","3.1.321","Snelhectermap plastik","buah","","",""
"bf464607-6b74-11eb-9e21-309c234ddeac","3.1.322","Spidol Permanen putih (besar &kecil)","buah","","",""
"bf46464e-6b74-11eb-9e21-309c234ddeac","3.1.323","Spidol WB","buah","","",""
"bf464695-6b74-11eb-9e21-309c234ddeac","3.1.324","Spidol kecil","buah","","",""
"bf4646dc-6b74-11eb-9e21-309c234ddeac","3.1.325","Stepler besar / Hecnecess besar","buah","","",""
"bf464722-6b74-11eb-9e21-309c234ddeac","3.1.326","Stepler kecil / Hecnecess kecil","buah","","",""
"bf464768-6b74-11eb-9e21-309c234ddeac","3.1.327","Tali Rafia","roll","","",""
"bf4647af-6b74-11eb-9e21-309c234ddeac","3.1.328","Tinta Riso KZ30","botol","","",""
"bf4647f5-6b74-11eb-9e21-309c234ddeac","3.1.329","Tip-Ex","buah","","",""
"bf46483c-6b74-11eb-9e21-309c234ddeac","3.1.330","Cutter Besar ","buah","","",""
"bf464883-6b74-11eb-9e21-309c234ddeac","3.1.331","Tape Dispenser Isolasi","buah","","",""
"bf4648c9-6b74-11eb-9e21-309c234ddeac","3.1.332","Kalkulator Kecil ","buah","","",""
"e9964b58-ac9f-11eb-956f-d306a425ce97","3.1.333","Tinta Printer Epson Read","buah","","",""
"bf46491a-6b74-11eb-9e21-309c234ddeac","3.1.334","Bolpoin merah ","buah","","",""
"f48d30e0-ac9f-11eb-956f-d306a425ce97","3.1.335","Tinta Printer Epson Black","buah","","",""
"bf46496c-6b74-11eb-9e21-309c234ddeac","3.1.336","Binder Clip No. 260","pack","","",""
"bf4649b2-6b74-11eb-9e21-309c234ddeac","3.1.337","Sponge Penghitung Uang","pcs","","",""
"bf4649f8-6b74-11eb-9e21-309c234ddeac","3.1.338","STEMPEL DIGITAL","buah","","",""
"bf464a3f-6b74-11eb-9e21-309c234ddeac","3.1.339","REMOVER PENCABUT ISI STEPLES","rim","","",""
"bf464a86-6b74-11eb-9e21-309c234ddeac","3.1.340","SNEL TRANSPARAN ","pcs","","",""
"bf464acc-6b74-11eb-9e21-309c234ddeac","3.1.341","SPIDOL PERMANEN PUTIH ","buah","","",""
"6ac5f67a-acaa-11eb-956f-d306a425ce97","3.1.342","Modem","buah","","",""
"bf464b28-6b74-11eb-9e21-309c234ddeac","3.1.344","STEPLER KECIL ","buah","","",""
"bf464b6e-6b74-11eb-9e21-309c234ddeac","3.1.345","ISOALSI B/B","roll","","",""
"bf464bb5-6b74-11eb-9e21-309c234ddeac","3.1.346","TINTA PRINTER CANON ","botol","","",""
"bf464bfc-6b74-11eb-9e21-309c234ddeac","3.1.347","Buku Ekspedisi Isi 50","buah","","",""
"bf464c42-6b74-11eb-9e21-309c234ddeac","3.1.348","buku binder","pcs","","",""
"bf464c89-6b74-11eb-9e21-309c234ddeac","3.1.349","isi binder","pcs","","",""
"bf464cd0-6b74-11eb-9e21-309c234ddeac","3.1.350","Lakban Hitam Ukuran 3 cm","roll","","",""
"bf464d16-6b74-11eb-9e21-309c234ddeac","3.1.351","Binder Clips K","dus","","",""
"bf464d5d-6b74-11eb-9e21-309c234ddeac","3.1.352","Plak Band Plastik","buah","","",""
"bf464da3-6b74-11eb-9e21-309c234ddeac","3.1.353","Plak Band Warna","buah","","",""
"bf464dea-6b74-11eb-9e21-309c234ddeac","3.1.354","STEMPEL KAYU	","pcs","","",""
"bf464e30-6b74-11eb-9e21-309c234ddeac","3.1.355","Clip No. 1","dus","","",""
"bf464e77-6b74-11eb-9e21-309c234ddeac","3.1.356","Buku tulis kwarto isi 38","buah","","",""
"bf464ebe-6b74-11eb-9e21-309c234ddeac","3.1.357","Plastik transparan folio UK 0,03 isi 100 lembar ","buah","","",""
"bf464f04-6b74-11eb-9e21-309c234ddeac","3.1.358","Lakban bening UK 5cm","roll","","",""
"bf464f4b-6b74-11eb-9e21-309c234ddeac","3.1.359","Sticky notes bahna mika","set","","",""
"bf464fd8-6b74-11eb-9e21-309c234ddeac","3.1.361","Gunting TANGGUNG","pcs","","",""
"bf46501f-6b74-11eb-9e21-309c234ddeac","3.1.362","Post it sedang 76 x 76 mm","pak","","",""
"bf465068-6b74-11eb-9e21-309c234ddeac","3.1.363","Binder Clip No. 155	","pcs","","",""
"bf4650b2-6b74-11eb-9e21-309c234ddeac","3.1.364","Binder Clip No. 260	","pcs","","",""
"bf4650f9-6b74-11eb-9e21-309c234ddeac","3.1.365","Buku Tulis","buah","","",""
"bf46513f-6b74-11eb-9e21-309c234ddeac","3.1.366","Kwitansi","lembar","","",""
"bf465185-6b74-11eb-9e21-309c234ddeac","3.1.367","Pensil 2 B","buah","","",""
"bf4651cc-6b74-11eb-9e21-309c234ddeac","3.1.368","Buku tulis isi 38","pack","","",""
"bf465213-6b74-11eb-9e21-309c234ddeac","3.1.369","Crayon","buah","","",""
"bf465263-6b74-11eb-9e21-309c234ddeac","3.1.370","Penghapus","buah","","",""
"bf4652ab-6b74-11eb-9e21-309c234ddeac","3.1.371","pensil warna","pack","","",""
"bf4652f1-6b74-11eb-9e21-309c234ddeac","3.1.372","alas tulis","buah","","",""
"bf465343-6b74-11eb-9e21-309c234ddeac","3.1.374","Spanduk (MMT)","buah","","",""
"bf465389-6b74-11eb-9e21-309c234ddeac","3.1.375","Spanduk ( MMT )","buah","","",""
"bf4653d0-6b74-11eb-9e21-309c234ddeac","3.1.376","Lakban Warna","biji","","",""
"bf465416-6b74-11eb-9e21-309c234ddeac","3.1.377","Calculator","BH","","",""
"bf46545d-6b74-11eb-9e21-309c234ddeac","3.1.378","Spidol Boardmarker","buah","","",""
"bf4654a3-6b74-11eb-9e21-309c234ddeac","3.1.379","Pensil Warna ( 12 Warna )","buah","","",""
"bf4654ea-6b74-11eb-9e21-309c234ddeac","3.1.380","Violet Ink Sampul plastik","gulung","","",""
"bf465530-6b74-11eb-9e21-309c234ddeac","3.1.381","Krayon","set","","",""
"bf465577-6b74-11eb-9e21-309c234ddeac","3.1.382","penggaris 50 cm","buah","","",""
"bf4655bd-6b74-11eb-9e21-309c234ddeac","3.1.383","Cover Plastik Tas Mika","buah","","",""
"bf465604-6b74-11eb-9e21-309c234ddeac","3.1.384","Buku Tulis Isi 50 (Dosin)","Dosin","","",""
"bf46564b-6b74-11eb-9e21-309c234ddeac","3.1.385","Porpurator ","unit","","",""
"bf465691-6b74-11eb-9e21-309c234ddeac","3.1.386","Buku Jurnal","buah","","",""
"bf4656d8-6b74-11eb-9e21-309c234ddeac","3.1.387","Buku Induk","buah","","",""
"bf46571f-6b74-11eb-9e21-309c234ddeac","3.1.388","Buku Daftar Nilai","buah","","",""
"bf465765-6b74-11eb-9e21-309c234ddeac","3.1.389","Buku Daftar Kelas","buah","","",""
"bf4657ac-6b74-11eb-9e21-309c234ddeac","3.1.390","Buku Induk Siswa.","buah","","",""
"bf4657f2-6b74-11eb-9e21-309c234ddeac","3.1.391","Tempat Pensil","buah","","",""
"bf465839-6b74-11eb-9e21-309c234ddeac","3.1.392","Sampul plastik sekrip","buah","","",""
"bf465880-6b74-11eb-9e21-309c234ddeac","3.1.393","lem (lomba)","buah","","",""
"bf4658c7-6b74-11eb-9e21-309c234ddeac","3.1.394","Tempat Pencil","buah","","",""
"bf46590d-6b74-11eb-9e21-309c234ddeac","3.1.395","Spidol","buah","","",""
"bf465954-6b74-11eb-9e21-309c234ddeac","3.1.396","penggaris (lomba)","buah","","",""
"bf46599b-6b74-11eb-9e21-309c234ddeac","3.1.397","Clear holder plastik isi 20 lbr","buah","","",""
"bf4659e1-6b74-11eb-9e21-309c234ddeac","3.1.398","Clear holder plastik isi 40 lbr","buah","","",""
"cd58950f-725e-11eb-956f-d306a425ce97","3.1.399","Isolasi bening 2""","roll","","",""
"ef78d138-8551-11eb-956f-d306a425ce97","3.1.400","Stopmap Folio Kertas","buah","","",""
"0be16e52-8552-11eb-956f-d306a425ce97","3.1.401","Stopmap Plastik ","buah","","",""
"e53f8319-8554-11eb-956f-d306a425ce97","3.1.402","Kertas Dan Cover","buah","","",""
"85ad4e97-8555-11eb-956f-d306a425ce97","3.1.403","Stopmap Lambang","buah","","",""
"62d81caa-855b-11eb-956f-d306a425ce97","3.1.404","Stopmap Berkancing","buah","","",""
"8c6f35d8-855b-11eb-956f-d306a425ce97","3.1.405","Stopmap Berkancing dan Bertali","buah","","",""
"c5ef3743-8562-11eb-956f-d306a425ce97","3.1.406","Kertas Kraf","lembar","","",""
"174191d2-86fc-11eb-956f-d306a425ce97","3.1.407","Stopmap Cetak Lembaga","lembar","","",""
"d520ccd5-8708-11eb-956f-d306a425ce97","3.1.408","Stopmap Buffalo","lembar","","",""
"50c403aa-8709-11eb-956f-d306a425ce97","3.1.409","Kertas Label","lembar","","",""
"b348c9b9-9b43-11eb-956f-d306a425ce97","3.1.410","Kertas HVS 70 gr","rim","","",""
"56914eff-9c0a-11eb-956f-d306a425ce97","3.1.411","Amplop Panjang","dus","","",""
"679d11fc-9c0a-11eb-956f-d306a425ce97","3.1.412","Amplop Air Mail","dus","","",""
"8aa8dd4e-9c0d-11eb-956f-d306a425ce97","3.1.413","Tinta Catridge Black","buah","","",""
"92cdf78a-9c0d-11eb-956f-d306a425ce97","3.1.414","Tinta Catridge Colour","buah","","",""
"9deb71b4-9c0d-11eb-956f-d306a425ce97","3.1.415","Tinta Colour Ink","buah","","",""
"a1d13aed-9c0d-11eb-956f-d306a425ce97","3.1.416","Tinta Black Ink","buah","","",""
"aa8e19ab-9c0d-11eb-956f-d306a425ce97","3.1.417","Tinta Toner Laser Jet","buah","","",""
"cc606d6c-9c0d-11eb-956f-d306a425ce97","3.1.418","Stopmap Batik","buah","","",""
"1a1ac5cf-9c12-11eb-956f-d306a425ce97","3.1.419","Materai 10.000","buah","","",""
"2e5ea261-9cca-11eb-956f-d306a425ce97","3.1.420","Amplop Persegi","dus","","",""
"5f089cca-9cdc-11eb-956f-d306a425ce97","3.1.421","cetak foto 5R","buah","","",""
"7025ad8c-9cdc-11eb-956f-d306a425ce97","3.1.422","Album","buah","","",""
"8f94d724-9d95-11eb-956f-d306a425ce97","3.1.423","Amplop Folio Tali","buah","","",""
"8643a369-9d9a-11eb-956f-d306a425ce97","3.1.424","jepitan laminating","buah","","",""
"aa7748ea-9d9c-11eb-956f-d306a425ce97","3.1.425","Batu Baterai AA","buah","","",""
"b3b460b4-9d9c-11eb-956f-d306a425ce97","3.1.426","Batu Baterai AAA","buah","","",""
"bf04255c-9d9c-11eb-956f-d306a425ce97","3.1.427","Buku Tulis isi 200 lbr","buah","","",""
"ce3ad2c8-9d9c-11eb-956f-d306a425ce97","3.1.428","Kertas Cover Folio","rim","","",""
"e0cc5869-9d9c-11eb-956f-d306a425ce97","3.1.429","Kertas HVS 70 gram Folio","rim","","",""
"e8860e95-9d9c-11eb-956f-d306a425ce97","3.1.430","Kertas HVS 70 gram Kwarto","rim","","",""
"f51a07e0-9d9c-11eb-956f-d306a425ce97","3.1.431","Kertas HVS Folio Berwarna","rim","","",""
"012031cf-9d9d-11eb-956f-d306a425ce97","3.1.432","Kertas Stiker","lembar","","",""
"09aec938-9d9d-11eb-956f-d306a425ce97","3.1.433","Penghapus/ Tipe X Kering","buah","","",""
"15dc7b29-9d9d-11eb-956f-d306a425ce97","3.1.434","Refil Tinta catride: Color Ink","botol","","",""
"1c562f1f-9d9d-11eb-956f-d306a425ce97","3.1.435","Refile Tinta Catride: Epson Hitam 70 MI","botol","","",""
"2380cf04-9d9d-11eb-956f-d306a425ce97","3.1.436","Refile Tinta Catride: Epson Warnz0","botol","","",""
"2faeb259-9d9d-11eb-956f-d306a425ce97","3.1.437","Refill Tinta Catride : Black Ink","botol","","",""
"b1e980e3-9d9d-11eb-956f-d306a425ce97","3.1.438","Flashdisk 16 GB","buah","","",""
"baeb6f38-9d9d-11eb-956f-d306a425ce97","3.1.439","Kertas HVS A3","rim","","",""
"e1973a12-9d9d-11eb-956f-d306a425ce97","3.1.440","Amplop Kabinet 80 gr 100 lembar","lembar","","",""
"ed5bb10b-9d9d-11eb-956f-d306a425ce97","3.1.441","Amplop Kecil","dus","","",""
"275d20d8-9d9e-11eb-956f-d306a425ce97","3.1.442","Flashdisk 8 GB","buah","","",""
"df1234c0-9d9e-11eb-956f-d306a425ce97","3.1.443","Figura 10 R","buah","","",""
"7e261556-9dab-11eb-956f-d306a425ce97","3.1.444","Keping VCD","keping","","",""
"817bbe4e-9dab-11eb-956f-d306a425ce97","3.1.445","Keping DVD","keping","","",""
"90bf01d8-9dab-11eb-956f-d306a425ce97","3.1.446","Kertas Fax","roll","","",""
"5edb2b04-9e66-11eb-956f-d306a425ce97","3.1.447","refill toner laser jet","roll","","",""
"e9ca62a5-a0be-11eb-956f-d306a425ce97","3.1.448","honor","paket","","",""
"74694b9c-a17d-11eb-956f-d306a425ce97","3.1.449","Boks Arsip","buah","","",""
"643a36b5-a192-11eb-956f-d306a425ce97","3.1.450","Sekat Arsip","buah","","",""
"f0608171-a1a6-11eb-956f-d306a425ce97","3.1.451","Isi Bollpoin Parker","buah","","",""
"a23cc2e6-a253-11eb-956f-d306a425ce97","3.1.452","Kertas Foto","pack","","",""
"34d94c4a-a257-11eb-956f-d306a425ce97","3.1.454","Kertas Komputer","Pack/100","","",""
"4a1c3826-a257-11eb-956f-d306a425ce97","3.1.455","Kertas Payung","rim","","",""
"72b66025-a257-11eb-956f-d306a425ce97","3.1.456","Perforator / Pelubang Kertas Besar","buah","","",""
"75ac1d5c-a257-11eb-956f-d306a425ce97","3.1.457","Perforator / Pelubang Kertas Kecil","buah","","",""
"25d87c61-a271-11eb-956f-d306a425ce97","3.1.458","Tissu Refill","gulung","","",""
"0485ce5b-a319-11eb-956f-d306a425ce97","3.1.459","Baterai Kecil","buah","","",""
"344f48b4-a319-11eb-956f-d306a425ce97","3.1.460","Snelhecter Kecil","dus","","",""
"7927fa1b-a31a-11eb-956f-d306a425ce97","3.1.461","Fotocopy","lembar","","",""
"f414ad7e-a341-11eb-956f-d306a425ce97","3.1.462","Kertas HVS 70 gram Doble Folio","rim","","",""
"a2695fa8-a345-11eb-956f-d306a425ce97","3.1.463","Ribbon catridge dobel folio","buah","","",""
"ac82506a-a345-11eb-956f-d306a425ce97","3.1.464","Ribbon Catridge dot matrik","buah","","",""
"b7196688-a345-11eb-956f-d306a425ce97","3.1.465"," Kertas CF 9 1/2 x 11 ply","rim","","",""
"ec295d3c-a345-11eb-956f-d306a425ce97","3.1.466","Kertas CF 14 7/8 x 11 ply","rim","","",""
"03fc6808-a346-11eb-956f-d306a425ce97","3.1.467","flasdisk","buah","","",""
"d39602e7-a416-11eb-956f-d306a425ce97","3.1.468","Handzanitizer","liter","","",""
"f0771b10-a416-11eb-956f-d306a425ce97","3.1.469","Sabun Cuci Tangan","botol","","",""
"72666c54-a62e-11eb-956f-d306a425ce97","3.1.470","Kartu PVC","buah","","",""
"2c6e7485-a632-11eb-956f-d306a425ce97","3.1.471","Kertas Continous From NCR Polos 4 Play Ukuran 14 7/8 X 11","rim","","",""
"4433b9c8-a632-11eb-956f-d306a425ce97","3.1.472","Kertas Continous From NCR Polos 4 Play Ukuran 9 1/2 X 11","rim","","",""
"584acfb5-a632-11eb-956f-d306a425ce97","3.1.473","Kertas HVS 80 Gram Folio","rim","","",""
"5fde54b2-a632-11eb-956f-d306a425ce97","3.1.474","Kertas HVS 80 Gram Doble Folio","rim","","",""
"e6cc75f9-a633-11eb-956f-d306a425ce97","3.1.475","Benner","buah","","",""
"5cbe4aa9-a635-11eb-956f-d306a425ce97","3.1.476","Staples Hectares","buah","","",""
"cddcc43c-a63b-11eb-956f-d306a425ce97","3.1.477","Tipe - X","roll","","",""
"e3dba1a0-a63b-11eb-956f-d306a425ce97","3.1.478","Pelepas Steples","dus","","",""
"d37b823e-a712-11eb-956f-d306a425ce97","3.1.479","Jasa Kirim","PAKET/DOS","","",""
"c4e8c4f5-a716-11eb-956f-d306a425ce97","3.1.480","Kalender","buah","","",""
"0449de35-a72b-11eb-956f-d306a425ce97","3.1.481","Spidol Flourent","buah","","",""
"aca0e1b1-a75d-11eb-956f-d306a425ce97","3.1.482","Kain Pel Besar ","buah","","",""
"b5461ae1-a75d-11eb-956f-d306a425ce97","3.1.483","Pembersih Kaca Besar","kaleng","","",""
"badc6f5a-a75d-11eb-956f-d306a425ce97","3.1.484","Obat Nyamuk Semprot Isi 900 Ml","kaleng","","",""
"c6580d87-a75d-11eb-956f-d306a425ce97","3.1.485","Lap Pembersih Kaca Besar","buah","","",""
"cb23cb3f-a75d-11eb-956f-d306a425ce97","3.1.486","Pembersih Lantai Isi 900 Ml","buah","","",""
"cfcebf8a-a75d-11eb-956f-d306a425ce97","3.1.487","Pewangi/ Pengharum Ruangan Semprot","buah","","",""
"d4400c3c-a75d-11eb-956f-d306a425ce97","3.1.488","Pewangi Ruangan Gantung","buah","","",""
"df1df557-a75d-11eb-956f-d306a425ce97","3.1.490","Sulak Bulu","buah","","",""
"e34a16bd-a75d-11eb-956f-d306a425ce97","3.1.491","Keset Karpet (40 X 60 Cm)","buah","","",""
"e787e80b-a75d-11eb-956f-d306a425ce97","3.1.492","Keset Sepet Pintu Masuk Utama (250 X 60 Cm)","buah","","",""
"ebc64449-a75d-11eb-956f-d306a425ce97","3.1.493","Sikat Wc Tongkat Plastik","buah","","",""
"f04fa589-a75d-11eb-956f-d306a425ce97","3.1.494","Kapur Barus Ball (5-12)","buah","","",""
"f4a1c2b9-a75d-11eb-956f-d306a425ce97","3.1.495","Pewangi Kloset","buah","","",""
"f923e339-a75d-11eb-956f-d306a425ce97","3.1.496","Tempat Sampah Plastik Sedang","buah","","",""
"fd1071de-a75d-11eb-956f-d306a425ce97","3.1.497","Tempat Sampah Plastik Tutup Sedang","buah","","",""
"024d44fa-a75e-11eb-956f-d306a425ce97","3.1.498","Sapu Lidi Kelapa","buah","","",""
"065a51e4-a75e-11eb-956f-d306a425ce97","3.1.499","Sapu Ijuk Pendek","buah","","",""
"0a218b58-a75e-11eb-956f-d306a425ce97","3.1.500","Sapu Lowo-Lowo","buah","","",""
"0eec4b21-a75e-11eb-956f-d306a425ce97","3.1.501","Ekrak Blek","buah","","",""
"138aa957-a75e-11eb-956f-d306a425ce97","3.1.502","Cikrak Bambu Besar","buah","","",""
"178586d6-a75e-11eb-956f-d306a425ce97","3.1.503","Sabun Mandi Cair","botol","","",""
"1bcf6b33-a75e-11eb-956f-d306a425ce97","3.1.504","Ember Plastik Tutup 60 Lt","buah","","",""
"1fa3c4c4-a75e-11eb-956f-d306a425ce97","3.1.505","Tissue Refill Isi 250 Lbr","buah","","",""
"52384c56-a75f-11eb-956f-d306a425ce97","3.1.506","Penjilitan","buku","","",""
"b6bced34-a7c4-11eb-956f-d306a425ce97","3.1.507","Kertas karton","lembar","","",""
"cb7b62b1-a7c4-11eb-956f-d306a425ce97","3.1.508","Kertas asturo","lembar","","",""
"18f63a78-a7ca-11eb-956f-d306a425ce97","3.1.509","Pembersih Kloset / Kramik","botol","","",""
"3c46db51-a7ca-11eb-956f-d306a425ce97","3.1.510","Kertas HVS 60 gram folio","rim","","",""
"49acc48c-a7ca-11eb-956f-d306a425ce97","3.1.511","Perporator Kecil","buah","","",""
"5e9f4425-a7ca-11eb-956f-d306a425ce97","3.1.512","Cartridge Black Ink","buah","","",""
"74860cd1-a7ca-11eb-956f-d306a425ce97","3.1.513","Stopmap Plakbook Asman","buah","","",""
"86d6bd13-a7ca-11eb-956f-d306a425ce97","3.1.514","Kertas Komputer Continous Form 3 Ply","KOTAK","","",""
"82972cb0-a7f3-11eb-956f-d306a425ce97","3.1.515","Kertas Folio Bergaris","buah","","",""
"0e62ab47-a892-11eb-956f-d306a425ce97","3.1.516","Kertas HVS Kwarto 80 gr","rim","","",""
"339ca6af-a892-11eb-956f-d306a425ce97","3.1.517","Catridge Canon","buah","","",""
"2c0ffc6a-a897-11eb-956f-d306a425ce97","3.1.518","Kertas Duplikator","rim","","",""
"8ff358cc-a8ae-11eb-956f-d306a425ce97","3.1.519","Tissu","pack","","",""
"53028ce5-a96a-11eb-956f-d306a425ce97","3.1.520","Roller Drum","buah","","",""
"931471bf-a96a-11eb-956f-d306a425ce97","3.1.521","Sleve Magnit","buah","","",""
"be2f124f-a978-11eb-956f-d306a425ce97","3.1.522","Kertas Manila","lembar","","",""
"d7aaf10d-abae-11eb-956f-d306a425ce97","3.1.523","Keyboard","buah","","",""
"e017d210-abae-11eb-956f-d306a425ce97","3.1.524","Mouse","buah","","",""
"8a7f33ac-abc1-11eb-956f-d306a425ce97","3.1.525","Catridge Warna","buah","","",""
"06f03ec0-ac84-11eb-956f-d306a425ce97","3.1.526","Gayung","buah","","",""
"38603165-ac87-11eb-956f-d306a425ce97","3.1.527","Tempat Sampah Plastik Kecil","buah","","",""
"de3b2d5f-ac8a-11eb-956f-d306a425ce97","3.1.528","Penggaris Kayu","buah","","",""
"e2d519bf-ac8a-11eb-956f-d306a425ce97","3.1.529","Penggaris Segitiga Kayu","buah","","",""
"e74cc75c-ac8a-11eb-956f-d306a425ce97","3.1.530","Penggaris Busur Kayu","buah","","",""
"edaac89f-ac8a-11eb-956f-d306a425ce97","3.1.531","Kapas","buah","","",""
"1fa99d03-ac8b-11eb-956f-d306a425ce97","3.1.532","Isi Stapler No 3 MAX","dus","","",""
"2c6c8cf8-ac8b-11eb-956f-d306a425ce97","3.1.533","Tepung Terigu","kg","","",""
"57ec3024-ac8b-11eb-956f-d306a425ce97","3.1.534","Karbon","buah","","",""
"606d91e1-ad56-11eb-956f-d306a425ce97","3.1.535","Modem","buah","","",""
"03079efc-ae1c-11eb-956f-d306a425ce97","3.1.537","Kertas HVS 60 gr kwarto","rim","","",""
"5afcb513-ae22-11eb-956f-d306a425ce97","3.1.538","Steroform","buah","","",""
"725419cf-aefa-11eb-956f-d306a425ce97","3.1.539","Perporator Besar","buah","","",""
"b9bac9fd-af00-11eb-956f-d306a425ce97","3.1.540","Hard Disk Eksternal 1 Terrabyte","buah","","",""
"60b1450a-afc2-11eb-956f-d306a425ce97","3.1.541","Batu (Batrei) AA Alkalin","set","","",""
"6696f74f-afc2-11eb-956f-d306a425ce97","3.1.542","Batu (Batrei) AAA Alkalin","set","","",""
"71ec5301-afc2-11eb-956f-d306a425ce97","3.1.543","Alas Status / Clip Board 	","buah","","",""
"77847a38-afc2-11eb-956f-d306a425ce97","3.1.544","Papan White Board	","buah","","",""
"873b6e4c-b151-11eb-956f-d306a425ce97","3.1.545","Stopmap Plastik Kancing","pcs","","",""
"2ffaf123-b6c7-11eb-956f-d306a425ce97","3.1.546","Kertas Roneo","rim","","",""
"4365ff6d-b6d6-11eb-956f-d306a425ce97","3.1.547","Tas Kerja","buah","","",""
"0219b3b6-b781-11eb-956f-d306a425ce97","3.1.548","Amplop Manila Folio 100 lembar","dus","","",""
"d3c58461-b845-11eb-956f-d306a425ce97","3.1.549","Kertas Dooslag","pak","","",""
"6f896b95-bc5f-11eb-956f-d306a425ce97","3.1.550","Isi Staples no. 50","buah","","",""
"71d17698-be2d-11eb-956f-d306a425ce97","3.1.551","Flasdisk 32 Giga","buah","","",""
"7d04710f-be2d-11eb-956f-d306a425ce97","3.1.552","Flasdisk OTG","buah","","",""
"ca15e3d9-c412-11eb-956f-d306a425ce97","3.1.553","Styling Pro-CL Printer Black Ink","buah","","",""
"d5447ab8-c412-11eb-956f-d306a425ce97","3.1.554","Styling Pro-CL Printer Colour Ink","buah","","",""
"88fa0a59-c73e-11eb-956f-d306a425ce97","3.1.555","Kertas HVS Folio Bergaris","pak","","",""
"5d461c68-c749-11eb-956f-d306a425ce97","3.1.556","Push Pin Warna","buah","","",""
"2b7eaf0c-c770-11eb-956f-d306a425ce97","3.1.557","Stopmap Palstik Bertali","buah","","",""
"9a226e89-c81b-11eb-956f-d306a425ce97","3.1.558","ID Card Casing","pcs","","",""
"f5ee6fc4-c824-11eb-956f-d306a425ce97","3.1.559","Label Doos","lembar","","",""
"fc0a0761-c824-11eb-956f-d306a425ce97","3.1.560","Fisis","buku","","",""
"098af76d-c825-11eb-956f-d306a425ce97","3.1.561","Folder Kartu Kendali Uk 1/4 Folio","buah","","",""
"1426e0dc-c825-11eb-956f-d306a425ce97","3.1.562","Kartu Kendali","buku","","",""
"1d135ac4-c825-11eb-956f-d306a425ce97","3.1.563","Label Berkas","lembar","","",""
"ea771bc6-c8cd-11eb-956f-d306a425ce97","3.1.564","Jilid lakban tebal < 5 cm","buah","","",""
"879538e1-c8f1-11eb-956f-d306a425ce97","3.1.565","PITA CATRID 8785","buah","","",""
"a5c7b252-c8fb-11eb-956f-d306a425ce97","3.1.566","Plat Band Kertas 1 inch","gulung","","",""
"d9791243-ce50-11eb-956f-d306a425ce97","3.1.567","Keset Handuk 60 x 90 cm","buah","","",""
"e68694b3-ce50-11eb-956f-d306a425ce97","3.1.568","Kreolin","botol","","",""
"f0e8e431-ce50-11eb-956f-d306a425ce97","3.1.569","Kanebo","buah","","",""
"74907872-ce51-11eb-956f-d306a425ce97","3.1.570","Cikrak","buah","","",""
"a315cd3d-ce51-11eb-956f-d306a425ce97","3.1.571","Isi Ulang Pewangi / Pengharum Kamar Mandi","buah","","",""
"afb32811-ce51-11eb-956f-d306a425ce97","3.1.572","Isi Ulang Pewangi / Pengharum Ruangan Otomatis","buah","","",""
"c325a569-ce51-11eb-956f-d306a425ce97","3.1.573","Sabun Cuci Piring","buah","","",""
"cd3a58d4-ce51-11eb-956f-d306a425ce97","3.1.574","Sapu Ijuk Panjang","buah","","",""
"d98a13f5-ce51-11eb-956f-d306a425ce97","3.1.575","Sapu Rayung Panjang","buah","","",""
"de2862a3-ce51-11eb-956f-d306a425ce97","3.1.576","Sikat Kawat","buah","","",""
"e8fb3840-ce51-11eb-956f-d306a425ce97","3.1.577","Tempat Sampah Plastik Besar","buah","","",""
"ed4f32e7-ce51-11eb-956f-d306a425ce97","3.1.578","Tongkat Pel","buah","","",""
"4c175f04-ce54-11eb-956f-d306a425ce97","3.1.579","Pembayaran Internet","paket","","",""
"32756c98-d7ca-11eb-956f-d306a425ce97","3.1.580","lakban warna hijau uk 5cm","roll","","",""
"407d2de5-d7ca-11eb-956f-d306a425ce97","3.1.581","lakban warna kuning uk.5cm","roll","","",""
"4544d09e-d7ca-11eb-956f-d306a425ce97","3.1.582","lakban warna merah uk.5cm","roll","","",""
"2ab20227-d7d2-11eb-956f-d306a425ce97","3.1.583","Batu baterai 9 sale ( Batu mix)","buah","","",""
"2f8028b6-d7d2-11eb-956f-d306a425ce97","3.1.584","Pointer","buah","","",""
