"NO";"KODE BARANG";"NAMA BARANG";"SATUAN";"SALDO AWAL";"HARGA";"TOTAL"
"2f53dfaa-a32a-11ec-a539-3aaaa53c3c78";"1.11.10058";"Calon Induk Ikan : Ikan Hias, Koki (Soenser, Tosa, Mutiara)";"pasang";"";"";""
"2f53e05a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10059";"Calon Induk Ikan : Ikan Hias, Koki (Soenser, Tosa, Mutiara) ";"paket";"";"";""
"2f53e10e-a32a-11ec-a539-3aaaa53c3c78";"1.11.10060";"Calon Induk Ikan : Ikan Hias, Komet";"paket";"";"";""
"2f53e1c2-a32a-11ec-a539-3aaaa53c3c78";"1.11.10061";"Calon Induk Ikan : Ikan Hias, Koki";"paket";"";"";""
"2f53e276-a32a-11ec-a539-3aaaa53c3c78";"1.11.10062";"Calon Induk Ikan : Ikan Hias, Koki (Soenser, Tosa, Mutiara)";"paket";"";"";""
"2f53e837-a32a-11ec-a539-3aaaa53c3c78";"1.11.10070";"Calon Induk Ikan : Gurame (500 gr)";"paket";"";"";""
"2f53e8f1-a32a-11ec-a539-3aaaa53c3c78";"1.11.10071";"Calon Induk Ikan : Gurame (750 gr)";"paket";"";"";""
"2f53e9ad-a32a-11ec-a539-3aaaa53c3c78";"1.11.10072";"Calon Induk Ikan : Gurame (1.000 gr)";"paket";"";"";""
"2f53ea68-a32a-11ec-a539-3aaaa53c3c78";"1.11.10073";"Calon Induk Ikan : Kepiting (Size : 3-4)";"ekor";"";"";""
"2f53eb42-a32a-11ec-a539-3aaaa53c3c78";"1.11.10074";"Calon Induk Ikan : Lele 0.5-0.59kg/ekor";"paket";"";"";""
"2f53ebed-a32a-11ec-a539-3aaaa53c3c78";"1.11.10075";"Calon Induk Ikan : Lele 0.6-0.69kg/ekor";"paket";"";"";""
"2f53ec97-a32a-11ec-a539-3aaaa53c3c78";"1.11.10076";"Calon Induk Ikan : Lele 0.7-0.79kg/ekor";"paket";"";"";""
"2f53ed41-a32a-11ec-a539-3aaaa53c3c78";"1.11.10077";"Calon Induk Ikan : Lele 0.8-1kg/ekor";"paket";"";"";""
"2f53edee-a32a-11ec-a539-3aaaa53c3c78";"1.11.10078";"Calon Induk Ikan : Lele > 1kg/ekor";"paket";"";"";""
"2f53eff8-a32a-11ec-a539-3aaaa53c3c78";"1.11.10081";"Calon Induk Ikan : Lele mutiara (250 gram)";"paket";"";"";""
"2f53f0a7-a32a-11ec-a539-3aaaa53c3c78";"1.11.10082";"Calon Induk Ikan : Lele mutiara (300 gram)";"paket";"";"";""
"2f53f158-a32a-11ec-a539-3aaaa53c3c78";"1.11.10083";"Calon Induk Ikan : Lele mutiara (500 gram)";"paket";"";"";""
"2f53f20b-a32a-11ec-a539-3aaaa53c3c78";"1.11.10084";"Calon Induk Ikan : Lele mutiara (750 gram)";"paket";"";"";""
"2f53f2cb-a32a-11ec-a539-3aaaa53c3c78";"1.11.10085";"Calon Induk Ikan : Lele mutiara (1.000 gram)";"paket";"";"";""
"2f53f37f-a32a-11ec-a539-3aaaa53c3c78";"1.11.10086";"Calon Induk Ikan : Lobster";"paket";"";"";""
"2f53f59d-a32a-11ec-a539-3aaaa53c3c78";"1.11.10089";"Calon Induk Ikan : Nila Merah (100 gr)";"paket";"";"";""
"2f53f653-a32a-11ec-a539-3aaaa53c3c78";"1.11.10090";"Calon Induk Ikan : Nila Merah (200 gr)";"paket";"";"";""
"2f53f70a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10091";"Calon Induk Ikan : Nila Merah (250 gr)";"paket";"";"";""
"2f53f7c1-a32a-11ec-a539-3aaaa53c3c78";"1.11.10092";"Calon Induk Ikan : Nila Merah (300 gr)";"paket";"";"";""
"2f53f87a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10093";"Calon Induk Ikan : Nila Merah (400 gr)";"paket";"";"";""
"2f53fdba-a32a-11ec-a539-3aaaa53c3c78";"1.11.10100";"Benih Ikan : Gurami (ukuran biji oyong/1-2 cm)";"ekor";"";"";""
"2f53fe65-a32a-11ec-a539-3aaaa53c3c78";"1.11.10101";"Benih Ikan : Gurami (ukuran daun kelor/2-3 cm)";"ekor";"";"";""
"2f53ff11-a32a-11ec-a539-3aaaa53c3c78";"1.11.10102";"Benih Ikan : Gurami (ukuran jempol/3-4 cm)";"ekor";"";"";""
"2f53ffbe-a32a-11ec-a539-3aaaa53c3c78";"1.11.10103";"Benih Ikan : Gurami (ukuran korek gas 4-5 cm)";"ekor";"";"";""
"2f54006c-a32a-11ec-a539-3aaaa53c3c78";"1.11.10104";"Benih Ikan : Gurami (ukuran silet/5-6 cm)";"ekor";"";"";""
"2f54011b-a32a-11ec-a539-3aaaa53c3c78";"1.11.10105";"Benih Ikan : Gurami (ukuran silet plus/6-7 cm)";"ekor";"";"";""
"2f5401cb-a32a-11ec-a539-3aaaa53c3c78";"1.11.10106";"Benih Ikan : Gurami (ukuran korek jres/7-8 cm)";"ekor";"";"";""
"2f54027a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10107";"Benih Ikan : Gurami (ukuran korek super/8-9 cm)";"ekor";"";"";""
"2f54032b-a32a-11ec-a539-3aaaa53c3c78";"1.11.10108";"Benih Ikan : Gurami (ukuran rokok GG/9-10 cm)";"ekor";"";"";""
"2f5403dd-a32a-11ec-a539-3aaaa53c3c78";"1.11.10109";"Benih Ikan : Lele Dumbo (2-3 cm)";"ekor";"";"";""
"2f54048f-a32a-11ec-a539-3aaaa53c3c78";"1.11.10110";"Benih Ikan : Lele Dumbo (3-4 cm)";"ekor";"";"";""
"2f540544-a32a-11ec-a539-3aaaa53c3c78";"1.11.10111";"Benih Ikan : Lele Dumbo (4-5 cm)";"ekor";"";"";""
"2f5405f8-a32a-11ec-a539-3aaaa53c3c78";"1.11.10112";"Benih Ikan : Lele Dumbo (5-7 cm)";"ekor";"";"";""
"2f5406ad-a32a-11ec-a539-3aaaa53c3c78";"1.11.10113";"Benih Ikan : Lele Dumbo (7-9 cm)";"ekor";"";"";""
"2f540764-a32a-11ec-a539-3aaaa53c3c78";"1.11.10114";"Benih Ikan : Lele Dumbo (9-12 cm)";"ekor";"";"";""
"2f54081a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10115";"Benih Ikan : Lele Lokal (3-4 cm)";"ekor";"";"";""
"2f5408d4-a32a-11ec-a539-3aaaa53c3c78";"1.11.10116";"Benih Ikan : Lele Lokal (4-5 cm) ";"ekor";"";"";""
"2f540999-a32a-11ec-a539-3aaaa53c3c78";"1.11.10117";"Benih Ikan : Lele Lokal (5-7 cm)";"ekor";"";"";""
"2f540a52-a32a-11ec-a539-3aaaa53c3c78";"1.11.10118";"Benih Ikan : Lele Lokal (7-9 cm) ";"ekor";"";"";""
"2f540b0a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10119";"Benih Ikan : Lobster (1 -3 cm)";"ekor";"";"";""
"2f540be9-a32a-11ec-a539-3aaaa53c3c78";"1.11.10120";"Benih Ikan : Lobster (4 -5 cm)";"ekor";"";"";""
"2f540ca8-a32a-11ec-a539-3aaaa53c3c78";"1.11.10121";"Benih Ikan : Mas (1-2 cm)";"ekor";"";"";""
"2f540d63-a32a-11ec-a539-3aaaa53c3c78";"1.11.10122";"Benih Ikan : Mas (2-3 cm)";"ekor";"";"";""
"2f540e1f-a32a-11ec-a539-3aaaa53c3c78";"1.11.10123";"Benih Ikan : Mas (3 -5 cm)";"ekor";"";"";""
"2f540eda-a32a-11ec-a539-3aaaa53c3c78";"1.11.10124";"Benih Ikan : Mas (5 -7 cm)";"ekor";"";"";""
"2f540f98-a32a-11ec-a539-3aaaa53c3c78";"1.11.10125";"Benih Ikan : Mas (7-9 cm)";"ekor";"";"";""
"2f54111f-a32a-11ec-a539-3aaaa53c3c78";"1.11.10127";"Benih Ikan : Nila (1-2 cm)";"ekor";"";"";""
"2f5411cc-a32a-11ec-a539-3aaaa53c3c78";"1.11.10128";"Benih Ikan : Nila (2-3 cm)";"ekor";"";"";""
"2f5412d0-a32a-11ec-a539-3aaaa53c3c78";"1.11.10129";"Benih Ikan : Nila (3-4 cm)";"ekor";"";"";""
"2f54137f-a32a-11ec-a539-3aaaa53c3c78";"1.11.10130";"Benih Ikan : Nila (3 -5 cm)";"ekor";"";"";""
"2f541430-a32a-11ec-a539-3aaaa53c3c78";"1.11.10131";"Benih Ikan : Nila ( > 9 cm)";"ekor";"";"";""
"2f5414e1-a32a-11ec-a539-3aaaa53c3c78";"1.11.10132";"Benih Ikan : Bawal (2-3 cm )";"ekor";"";"";""
"2f541591-a32a-11ec-a539-3aaaa53c3c78";"1.11.10133";"Benih Ikan : Bawal (3-4 cm )";"ekor";"";"";""
"2f541641-a32a-11ec-a539-3aaaa53c3c78";"1.11.10134";"Benih Ikan : Bawal (5-7 cm )";"ekor";"";"";""
"2f5416f3-a32a-11ec-a539-3aaaa53c3c78";"1.11.10135";"Benih Ikan : Tawes (1-2 cm)";"ekor";"";"";""
"2f5417a4-a32a-11ec-a539-3aaaa53c3c78";"1.11.10136";"Benih Ikan : Tawes (2-3 cm)";"ekor";"";"";""
"2f541855-a32a-11ec-a539-3aaaa53c3c78";"1.11.10137";"Benih Ikan : Tawes (3-5 cm)";"ekor";"";"";""
"2f54190a-a32a-11ec-a539-3aaaa53c3c78";"1.11.10138";"Benih Ikan : Tawes (5-7 cm)";"ekor";"";"";""
"2f5419bd-a32a-11ec-a539-3aaaa53c3c78";"1.11.10139";"Benih Ikan : Tawes (7-9 cm)";"ekor";"";"";""
"2f541a72-a32a-11ec-a539-3aaaa53c3c78";"1.11.10140";"Benih Ikan : Tawes ( > 9 cm)";"ekor";"";"";""
"8b3be210-e38b-11eb-956f-d306a425ce97";"1.12.0";"SYRINGE 3 CC";"pcs";"";"";""
"cdc41ceb-9b67-11eb-956f-d306a425ce97";"1.12.1";"Sapu Ganggang";"buah";"";"";""
"d3fb6132-9b67-11eb-956f-d306a425ce97";"1.12.2";"Sapu Lidi Bertangkai";"buah";"";"";""
"ed1d5dae-9b67-11eb-956f-d306a425ce97";"1.12.3";"Pembersih Kaca Besar";"buah";"";"";""
"006f6f82-9b68-11eb-956f-d306a425ce97";"1.12.4";"Pewangi Kamar Mandi";"buah";"";"";""
"0d2f6c84-9b68-11eb-956f-d306a425ce97";"1.12.5";"Kapur Barus ";"buah";"";"";""
"26823676-9b68-11eb-956f-d306a425ce97";"1.12.6";"Pembersih Lantai Isi 900 ml";"buah";"";"";""
"37837826-9b68-11eb-956f-d306a425ce97";"1.12.7";"Isi Ulang Pengharum Ruangan Otomatis";"buah";"";"";""
"a2a1d649-9c2e-11eb-956f-d306a425ce97";"1.12.8";"Beras";"kg";"";"";""
"ada70351-9c2e-11eb-956f-d306a425ce97";"1.12.9";"Gula Pasir";"kg";"";"";""
"b34d290e-9c2e-11eb-956f-d306a425ce97";"1.12.10";"Minyak Goreng";"kg";"";"";""
"c2416a73-9c2e-11eb-956f-d306a425ce97";"1.12.11";"Telur Ayam";"kg";"";"";""
"caba9872-9c2e-11eb-956f-d306a425ce97";"1.12.12";"Susu Kaleng";"kaleng";"";"";""
"d6d97f3b-9c2e-11eb-956f-d306a425ce97";"1.12.13";"Teh Seduh";"pack";"";"";""
"e2fb5eb0-9c2e-11eb-956f-d306a425ce97";"1.12.14";"Tabung Gas";"unit";"";"";""
"b0cfa592-a1a0-11eb-956f-d306a425ce97";"1.12.15";"Refill Toner Laser Jet";"buah";"";"";""
"1cc14540-a265-11eb-956f-d306a425ce97";"1.12.16";"Tinta stempel";"botol";"";"";""
"234d326f-a265-11eb-956f-d306a425ce97";"1.12.17";"Buku Folio (isi 200 lbr)";"buah";"";"";""
"27f07fde-a265-11eb-956f-d306a425ce97";"1.12.18";"Buku folio (isi 100 lbr)";"buah";"";"";""
"2cb5db8b-a265-11eb-956f-d306a425ce97";"1.12.19";"Buku Kwarto garis (isi 100 lbr)";"buah";"";"";""
"30cc4c55-a265-11eb-956f-d306a425ce97";"1.12.20";"Buku Ekspedisi (isi 100 lbr)";"buah";"";"";""
"35a07bff-a265-11eb-956f-d306a425ce97";"1.12.21";"Spidol Boardmaker/ White board";"buah";"";"";""
"3a193216-a265-11eb-956f-d306a425ce97";"1.12.22";"Bolpoint Basah";"buah";"";"";""
"445051bc-a265-11eb-956f-d306a425ce97";"1.12.23";"Pensil biasa 2B ";"buah";"";"";""
"4880a647-a265-11eb-956f-d306a425ce97";"1.12.24";"Bolpoint Kering";"buah";"";"";""
"4c2b100c-a265-11eb-956f-d306a425ce97";"1.12.25";"Stop map folio kertas";"buah";"";"";""
"4ff01a0b-a265-11eb-956f-d306a425ce97";"1.12.26";"Stop map plastik";"buah";"";"";""
"53be5291-a265-11eb-956f-d306a425ce97";"1.12.27";"Snelhecter folio kertas";"buah";"";"";""
"5c6f0a3e-a265-11eb-956f-d306a425ce97";"1.12.28";"Snelhecter Plastik (Spring file)";"buah";"";"";""
"607d08f8-a265-11eb-956f-d306a425ce97";"1.12.29";"Ordner Folio";"buah";"";"";""
"64fb5fc3-a265-11eb-956f-d306a425ce97";"1.12.30";"Batu Baterai kecil";"buah";"";"";""
"6aa3f136-a265-11eb-956f-d306a425ce97";"1.12.31";"Batu Baterai Besar";"buah";"";"";""
"755e31c3-a265-11eb-956f-d306a425ce97";"1.12.32";"Batu Baterai 9 Sale";"buah";"";"";""
"7988de87-a265-11eb-956f-d306a425ce97";"1.12.33";"Stempel kussen (stampel no.1)";"buah";"";"";""
"7d77377c-a265-11eb-956f-d306a425ce97";"1.12.34";"Stapler/ Heacmacine kecil HD-10";"buah";"";"";""
"813aa49d-a265-11eb-956f-d306a425ce97";"1.12.35";"Stapler/ Heacmacine besar HD-50";"buah";"";"";""
"851b2a6a-a265-11eb-956f-d306a425ce97";"1.12.36";"Isi Stapler/ Heacmacine kecil ( No. 10)";"buah";"";"";""
"8a03bc37-a265-11eb-956f-d306a425ce97";"1.12.37";"Isi Stapler/ Heacmacine besar ( No. 24/6/330)";"buah";"";"";""
"8e8c6fdc-a265-11eb-956f-d306a425ce97";"1.12.38";"Lem kental tanggung";"buah";"";"";""
"969d1d90-a265-11eb-956f-d306a425ce97";"1.12.39";"Garisan/ penggaris mika uk. 30 Cm";"buah";"";"";""
"9a63306a-a265-11eb-956f-d306a425ce97";"1.12.40";"Stabillo Bos";"buah";"";"";""
"a0b8f4c5-a265-11eb-956f-d306a425ce97";"1.12.41";"Pisau Cutter Besar";"buah";"";"";""
"a5c4c622-a265-11eb-956f-d306a425ce97";"1.12.42";"Pisau Cutter Kecil";"buah";"";"";""
"aa64477a-a265-11eb-956f-d306a425ce97";"1.12.43";"File Box Besar";"buah";"";"";""
"b01766de-a265-11eb-956f-d306a425ce97";"1.12.44";"Karet penghapus/ Setip Kombinasi ";"buah";"";"";""
"b644e6af-a265-11eb-956f-d306a425ce97";"1.12.45";"Karet penghapus/ Setip Biasa";"buah";"";"";""
"baa21cbf-a265-11eb-956f-d306a425ce97";"1.12.46";"Stempel tanggal ";"buah";"";"";""
"be869763-a265-11eb-956f-d306a425ce97";"1.12.47";"Gunting Besar tangkai plastik";"buah";"";"";""
"c2401935-a265-11eb-956f-d306a425ce97";"1.12.48";"Pertepel tali";"buah";"";"";""
"c64a3775-a265-11eb-956f-d306a425ce97";"1.12.49";"Bolpoint Pentel";"buah";"";"";""
"cc0eeef1-a265-11eb-956f-d306a425ce97";"1.12.50";"Stopmap plastik tipis berkancing/bertali";"buah";"";"";""
"d59a95f2-a265-11eb-956f-d306a425ce97";"1.12.51";"Isi bollpoin Pentel";"buah";"";"";""
"de5f6d9b-a265-11eb-956f-d306a425ce97";"1.12.52";"Binder Clips no.107";"dus";"";"";""
"e3fc3095-a265-11eb-956f-d306a425ce97";"1.12.53";"Kertas Telex 2 ply";"gulung";"";"";""
"e89f9aeb-a265-11eb-956f-d306a425ce97";"1.12.54";"Pita Facsimile";"gulung";"";"";""
"ec940568-a265-11eb-956f-d306a425ce97";"1.12.55";"Tali Rafia/ Gelang karet (besar1 kg)";"gulung";"";"";""
"f8a7cd3e-a265-11eb-956f-d306a425ce97";"1.12.56";"Spidol Kecil (6 warna)";"pak";"";"";""
"fd2e9e2b-a265-11eb-956f-d306a425ce97";"1.12.57";"Paper clips (kecil)";"pak";"";"";""
"06593ea2-a266-11eb-956f-d306a425ce97";"1.12.58";"Isi Pisau Cutter Kecil";"pak";"";"";""
"0e71fc1c-a266-11eb-956f-d306a425ce97";"1.12.59";"Kertas HVS 70 gram (folio)";"rim";"";"";""
"1464e32a-a266-11eb-956f-d306a425ce97";"1.12.60";"Penghapus/ Tipe X (Penghapus cair)";"set";"";"";""
"1981414b-a266-11eb-956f-d306a425ce97";"1.12.61";"Sticky notes";"set";"";"";""
"a4026d90-a63b-11eb-956f-d306a425ce97";"1.12.62";"Isi Pisau Besar";"pak";"";"";""
"09087ad4-ad42-11eb-956f-d306a425ce97";"1.12.63";"Koran";"buah";"";"";""
"8f54c98b-afc2-11eb-956f-d306a425ce97";"1.12.64";"Bowdick Test";"buah";"";"";""
"976d9d9b-afc2-11eb-956f-d306a425ce97";"1.12.65";"Indikator Biologi Steam	";"buah";"";"";""
"a3b2f1fd-afc2-11eb-956f-d306a425ce97";"1.12.66";"Indikator Kimia Internal Steam";"box";"";"";""
"b4b23fd9-afc2-11eb-956f-d306a425ce97";"1.12.67";"Pouches (Pembungkus Kassa) Gusset 25 cm";"roll";"";"";""
"cbf61afb-afc2-11eb-956f-d306a425ce97";"1.12.68";"Pouches (Pembungkus Kassa) Gusset 15 Cm";"roll";"";"";""
"d2af5191-afc2-11eb-956f-d306a425ce97";"1.12.69";"Pouches (Pembungkus Kassa) Flatt 15 Cm";"roll";"";"";""
"d50d6ea6-afc2-11eb-956f-d306a425ce97";"1.12.70";"Pouches (Pembungkus Kassa) Gusset 7.5 Cm";"roll";"";"";""
"da5db47f-afc2-11eb-956f-d306a425ce97";"1.12.71";"Belanja Indikator Kadaluwarsa Steam";"roll";"";"";""
"debaf8b1-afc2-11eb-956f-d306a425ce97";"1.12.72";"Wraping Paper 120 Cm X 120 Cm";"pack";"";"";""
"e3901301-afc2-11eb-956f-d306a425ce97";"1.12.73";"Tyvek 30 Cm";"roll";"";"";""
"f3f2a2cd-afc2-11eb-956f-d306a425ce97";"1.12.74";"Indikator Cleaning";"roll";"";"";""
"05070878-afc3-11eb-956f-d306a425ce97";"1.12.75";"Chemical Washer Desinfector Neutradry";"galon";"";"";""
"09f5a38c-afc3-11eb-956f-d306a425ce97";"1.12.76";"Chemical Washer Desinfector Prozyme Alka";"galon";"";"";""
"2a519ac0-afc3-11eb-956f-d306a425ce97";"1.12.77";"H2O2 Sterilisator Low Temp";"botol";"";"";""
"4592c7d5-afc3-11eb-956f-d306a425ce97";"1.12.78";"Tyvek 10 Cm";"roll";"";"";""
"565439f2-b6c7-11eb-956f-d306a425ce97";"1.12.79";"Sabun Mandi Cair";"botol";"";"";""
"5d3b03f5-b6c7-11eb-956f-d306a425ce97";"1.12.80";"Kreolin";"botol";"";"";""
"65b0ddfe-b6c7-11eb-956f-d306a425ce97";"1.12.81";"Pembersih Kloset";"botol";"";"";""
"70124163-b6c7-11eb-956f-d306a425ce97";"1.12.82";"Lap Pembersih Kaca Besar";"buah";"";"";""
"757256af-b6c7-11eb-956f-d306a425ce97";"1.12.83";"Tongkat Pel";"buah";"";"";""
"7adb6695-b6c7-11eb-956f-d306a425ce97";"1.12.84";"Sapu Ijuk Pendek";"buah";"";"";""
"84fae702-b6c7-11eb-956f-d306a425ce97";"1.12.85";"Kain Pel Besar";"buah";"";"";""
"8ee1f20b-b6c7-11eb-956f-d306a425ce97";"1.12.86";"Ember Plastik Tutup";"buah";"";"";""
"94bbf70f-b6c7-11eb-956f-d306a425ce97";"1.12.87";"Sulak Bulu";"buah";"";"";""
"9aa39296-b6c7-11eb-956f-d306a425ce97";"1.12.88";"Tempat Sampah Plastik Sedang";"buah";"";"";""
"a716b3ed-b6c7-11eb-956f-d306a425ce97";"1.12.89";"Tissu Refil";"buah";"";"";""
"b1846361-b6c7-11eb-956f-d306a425ce97";"1.12.90";"Keset Karpet (40x60 cm)";"buah";"";"";""
"b8a458d1-b6c7-11eb-956f-d306a425ce97";"1.12.91";"Pewangi Kloset";"buah";"";"";""
"203bd466-b779-11eb-956f-d306a425ce97";"1.12.92";"gayung air";"buah";"";"";""
"597e6011-b77e-11eb-956f-d306a425ce97";"1.12.93";"Sabun Cuci Piring";"buah";"";"";""
"e169ef74-b792-11eb-956f-d306a425ce97";"1.12.94";"Alat kebersihan Sprayer tangan";"buah";"";"";""
"fe108107-b792-11eb-956f-d306a425ce97";"1.12.95";"Sikat WC Tongkat Plastik";"buah";"";"";""
"1c2da5c0-b793-11eb-956f-d306a425ce97";"1.12.96";"Sapu Lowo-Lowo";"buah";"";"";""
"2c442823-b793-11eb-956f-d306a425ce97";"1.12.97";"Pasta Gigi";"buah";"";"";""
"6b80d141-b793-11eb-956f-d306a425ce97";"1.12.99";"Sikat Gigi";"buah";"";"";""
"0c3c59bb-c407-11eb-956f-d306a425ce97";"1.12.100";"Oksigen";"tabung";"";"";""
"bfe4d914-c741-11eb-956f-d306a425ce97";"1.12.101";"Khinez 11L	";"liter";"";"";""
"de2ab127-c741-11eb-956f-d306a425ce97";"1.12.102";"Khinez 13L	";"liter";"";"";""
"e970aacd-c741-11eb-956f-d306a425ce97";"1.12.103";"Khinez 14L";"liter";"";"";""
"f34095eb-c741-11eb-956f-d306a425ce97";"1.12.104";"Khinez 9L";"liter";"";"";""
"093a4496-c742-11eb-956f-d306a425ce97";"1.12.105";"Pewangi Kamar mandi Isi";"buah";"";"";""
"3b45505c-c742-11eb-956f-d306a425ce97";"1.12.106";"Kanebo";"buah";"";"";""
"6b9780eb-c742-11eb-956f-d306a425ce97";"1.12.107";"Detergen Bubuk";"pack";"";"";""
"8439fcfb-c742-11eb-956f-d306a425ce97";"1.12.108";"Pembersih Lantai Isi 800 ml";"Sachet";"";"";""
"a10579a1-c742-11eb-956f-d306a425ce97";"1.12.109";"Pembasmi serangga spray";"buah";"";"";""
"b9795ac4-c742-11eb-956f-d306a425ce97";"1.12.110";"Sandal Jepit";"pasang";"";"";""
"0d794917-c743-11eb-956f-d306a425ce97";"1.12.111";"Sikat cuci tangan";"buah";"";"";""
"4b5f6927-c743-11eb-956f-d306a425ce97";"1.12.112";"Sikat KM panjang";"buah";"";"";""
"5c09eac8-c743-11eb-956f-d306a425ce97";"1.12.113";"Sikat KM pendek";"buah";"";"";""
"91be0187-c743-11eb-956f-d306a425ce97";"1.12.114";"Tisu isi ulang";"pack";"";"";""
"a7fa32d0-c743-11eb-956f-d306a425ce97";"1.12.115";"Tempat sabun cair";"buah";"";"";""
"c5cbbe4f-c743-11eb-956f-d306a425ce97";"1.12.116";"Ecocare Sanitizer";"unit";"";"";""
"ceb528c9-c743-11eb-956f-d306a425ce97";"1.12.117";"Ecocare LCD";"unit";"";"";""
"3f63b1d8-c744-11eb-956f-d306a425ce97";"1.12.118";"Ecocare Door Mats 60x90";"unit";"";"";""
"535f8936-c744-11eb-956f-d306a425ce97";"1.12.119";"Sabun mandi baby (cair)";"botol";"";"";""
"8baa724e-c744-11eb-956f-d306a425ce97";"1.12.120";"Ecocare Door Mats 120x180";"botol";"";"";""
"61076483-c745-11eb-956f-d306a425ce97";"1.12.121";"sorok";"buah";"";"";""
"84bcd761-c745-11eb-956f-d306a425ce97";"1.12.122";"DISCH CLEANER ";"botol";"";"";""
"716d1875-c746-11eb-956f-d306a425ce97";"1.12.123";"ECOCARE AIR FRESHENER ";"unit";"";"";""
"829b1704-c746-11eb-956f-d306a425ce97";"1.12.124";"ECOCARE DOOR MATS 120X240";"unit";"";"";""
"9b6c9e39-c746-11eb-956f-d306a425ce97";"1.12.125";"HANDSOAP ";"botol";"";"";""
"b02179f0-c746-11eb-956f-d306a425ce97";"1.12.126";"ISI BAGUS ";"buah";"";"";""
"ba366fee-c746-11eb-956f-d306a425ce97";"1.12.127";"Jerigen 2 liter ";"buah";"";"";""
"d5a112ee-c746-11eb-956f-d306a425ce97";"1.12.128";"Kamper / kapur barus";"pcs";"";"";""
"eac2b266-c746-11eb-956f-d306a425ce97";"1.12.129";"PEMBASMI SERANGGA SPRAY ";"buah";"";"";""
"0996bd88-c747-11eb-956f-d306a425ce97";"1.12.130";"PENGHARUM RUANG PADAT ";"buah";"";"";""
"307f7b49-c747-11eb-956f-d306a425ce97";"1.12.131";"Sabun cair (Handsoap/Cuci tangan)";"botol";"";"";""
"5f3cf5aa-c747-11eb-956f-d306a425ce97";"1.12.132";"Sabun cuci piring / Dish Clear";"botol";"";"";""
"6d7f67e0-c747-11eb-956f-d306a425ce97";"1.12.133";"Sabut Stainles";"pcs";"";"";""
"bcda550c-c747-11eb-956f-d306a425ce97";"1.12.134";"Antiseptic Handrub 500 ml";"botol";"";"";""
"d6598480-c747-11eb-956f-d306a425ce97";"1.12.135";"Spons Cuci Scotch Brite	";"buah";"";"";""
"e163984d-c747-11eb-956f-d306a425ce97";"1.12.136";"Spray kecil 500 ml	";"buah";"";"";""
"ebaa6eec-c747-11eb-956f-d306a425ce97";"1.12.137";"Spray besar 1,5 L	";"buah";"";"";""
"f899c196-c747-11eb-956f-d306a425ce97";"1.12.138";"SABUN MANDI CAIR 450 ML REFILL	";"pack";"";"";""
"291d732d-c748-11eb-956f-d306a425ce97";"1.12.140";"SABUN MANDI CAIR 100 ML REFILL		";"pack";"";"";""
"358a9388-c748-11eb-956f-d306a425ce97";"1.12.141";"SABUN MANDI CAIR 500 ML PUMP		";"botol";"";"";""
"449648b5-c748-11eb-956f-d306a425ce97";"1.12.142";"SABUN MANDI CAIR 900 ML REFILL	";"pack";"";"";""
"565ae655-c748-11eb-956f-d306a425ce97";"1.12.143";"""SABUN MANDI CAIR 500 ML REFILL	""	";"pcs";"";"";""
"5f427065-c748-11eb-956f-d306a425ce97";"1.12.144";"SABUN MANDI CAIR 400 ML REFILL		";"pcs";"";"";""
"716ee492-c748-11eb-956f-d306a425ce97";"1.12.145";"PLASTIK HITAM 40CMX55CM		";"kg";"";"";""
"7d94acd2-c748-11eb-956f-d306a425ce97";"1.12.146";"PLASTIK HITAM 55CMX70CM		";"kg";"";"";""
"8f53de7d-c748-11eb-956f-d306a425ce97";"1.12.147";"PLASTIK HITAM 60CMX90CM		";"kg";"";"";""
"b7a4e798-c748-11eb-956f-d306a425ce97";"1.12.151";"PLASTIK HITAM 90CMX110CM	";"kg";"";"";""
"0bfb87d9-c749-11eb-956f-d306a425ce97";"1.12.152";"""PLASTIK KUNING 40CMX65CMX0,35	""";"kg";"";"";""
"1d5317bd-c749-11eb-956f-d306a425ce97";"1.12.153";"""PLASTIK KUNING 80CMX100CMX0,35	""	";"kg";"";"";""
"29bafcc0-c749-11eb-956f-d306a425ce97";"1.12.154";"PLASTIK HITAM 45CMX65CMX0,35	";"kg";"";"";""
"34fec896-c749-11eb-956f-d306a425ce97";"1.12.155";"""PLASTIK KUNING 60CMX80CMX0,35	""	";"kg";"";"";""
"37878a0e-c749-11eb-956f-d306a425ce97";"1.12.156";"Handsanitazer";"botol";"";"";""
"3d2bb9b0-c749-11eb-956f-d306a425ce97";"1.12.157";"Disinfektan";"botol";"";"";""
"654cd418-c749-11eb-956f-d306a425ce97";"1.12.158";"""PLASTIK KUNING 90CMX110CMX0,35	""	";"kg";"";"";""
"745b419b-c749-11eb-956f-d306a425ce97";"1.12.159";"""PLASTIK KUNING 60CMX90CMX0,35	""	";"kg";"";"";""
"7ff3254d-c749-11eb-956f-d306a425ce97";"1.12.160";"""PLASTIK KUNING 55CMX70CMX0,35	""	";"kg";"";"";""
